name,,full_address,latitude,longitude,city,state,zip_code,phone_number,website,google_maps_url,mailing_address,contact_person,email,Coords,Unnamed: 4,Unnamed: 5,Unnamed: 6,summary
IGA Deli,,"220 N Main St, Rittman, OH 44270, USA",40.9792365,-81.7803682,Rittman,OH,44270,,,https://maps.google.com/?cid=10370567886073973395,,,,"40.9792365, -81.7803682",,,,"Craving a delicious deli experience? The IGA Deli in Rittman offers a variety of fresh-cut meats, cheeses, and prepared foods perfect for a quick lunch or stocking up for the week. With a focus on quality and community, the IGA Deli is ideal for locals and visitors seeking a friendly atmosphere and tasty meal solutions."
Information Specialists,,"131 Apple Ridge Dr, Apple Creek, OH 44606, USA",40.745603,-81.8289549,Apple Creek,OH,44606,(330) 347-6596,https://www.infospecs.com/,https://maps.google.com/?cid=16392751042508280439,,,,"40.745603, -81.8289549",,,,"Information Specialists is your go-to resource in Apple Creek, OH, offering tailored solutions to streamline your data and optimize information flow. They specialize in providing expert guidance to businesses and individuals seeking to enhance their information management strategies. Ideal for those who value accuracy and efficiency, Information Specialists ensures you stay ahead in today's fast-paced world."
Interstate Buisness Park,,"9911 Avon Lake Rd, Burbank, OH 44214, USA",41.0004044,-81.9874304,Burbank,OH,44214,,https://www.icpllc.com/icp_portfolio/interstate-business-park-lodi-oh/,https://maps.google.com/?cid=7786638476028632866,,,,"41.0004044, -81.9874304",,,,"Discover the potential of Interstate Business Park, a transformed business hub located in Burbank, Ohio. Formerly an outlet mall, this revitalized park offers flexible units suitable for light industrial, office, and tech uses, boasting convenient access off I-71. It's an ideal location for businesses seeking a strategic position between Columbus, Akron, and Cleveland, with facilities designed to accommodate diverse operational needs."
Iron Pit Gym LLC,,"113 N Main St, Creston, OH 44217, USA",40.9842095,-81.8946536,Creston,OH,44217,,http://ironpitgym.godaddysites.com/,https://maps.google.com/?cid=7267643499471127680,,,,"40.9842095, -81.8946536",,,,"Unleash your inner strength at Iron Pit Gym, Creston's premier fitness destination. Equipped with free weights, machines, and personal training options, this gym welcomes athletes of all skill levels, from beginners to bodybuilding and powerlifting enthusiasts. Discover a supportive community and achieve your fitness goals in this dynamic and motivating environment."
Itty Bitty Farm Market,,"13065 S. Portage St., Doylestown, Ohio 44230.0",40.9579899,-81.7187911,,,,,,,,,,"40.9579899, -81.71879109999999",,,,"Discover fresh, non-GMO veggies straight from the garden at Itty Bitty Farm Market. With a scenic view, it's the perfect spot for those seeking a peaceful, local farm experience, offering a fall harvest of mums and pumpkins. Open Saturdays from July to October, this charming market is ideal for families and individuals looking to support local agriculture and enjoy a beautiful day in Doylestown."
Itzere,,"124 E Market St, Orrville, OH 44667, USA",40.840463,-81.763627,Orrville,OH,44667,(330) 465-4885,,https://maps.google.com/?cid=1649895471734217839,,,,"40.840463, -81.763627",,,,"Itzere in Orrville, OH, offers a diverse selection of new and gently used items, making it a treasure trove for bargain hunters and those seeking unique finds. With a constantly changing inventory, the store provides an exciting shopping experience for those who love to discover unexpected deals and one-of-a-kind pieces. Itzere is perfect for budget-conscious shoppers, collectors, and anyone who enjoys the thrill of the hunt."
Ivory Room,,"211 E Liberty St, Wooster, OH 44691, USA",40.7982967,-81.9379243,Wooster,OH,44691,(330) 641-5786,http://www.ivoryroomwooster.com/,https://maps.google.com/?cid=7255583234416043296,,,,"40.7982967, -81.9379243",,,,"The Ivory Room in Wooster is a bridal boutique offering a meticulously curated collection of designer gowns, vintage masterpieces, and exquisite accessories. With a warm and inviting atmosphere, brides can indulge in a personalized experience, complemented by a knowledgeable staff dedicated to making every wedding dream a reality. It's the perfect destination for brides seeking a memorable and enchanting gown selection experience."
J & J Performance,,"410 E Wood St, Shreve, OH 44676, USA",40.6851482,-82.0170839,Shreve,OH,44676,(330) 567-2455,,https://maps.google.com/?cid=3927784926514766627,,,,"40.6851482, -82.0170839",,,,"J & J Performance is your go-to destination for top-notch paintball equipment and accessories. Specializing in ceramic barrels and known for quality CNC machining, they cater to paintball enthusiasts seeking reliable and high-performing gear. Whether you're a woodsball player or a scenario competitor, J & J Performance provides the self-cleaning barrels you need for a competitive edge."
"J.M. Smucker Co., The",,"1 Strawberry Lane, Orrville, Ohio 44667.0",40.8491334,-81.7581959,,,,,,,,,,"40.8491334, -81.75819589999999",,,,"Visit The J.M. Smucker Co. in Orrville, Ohio, to experience the history and goodness of this iconic brand. Perfect for families and food enthusiasts, the store offers a wide selection of Smucker's products, unique gifts, and even the chance to create a personalized jar with your own photo. Explore the company's rich heritage and take home a taste of American tradition."
JAFB Brewery,,"120 Beall Ave, Wooster, Ohio 44691.0",40.799495,-81.934715,,,,330-601-1827,,,,,,"40.799495, -81.934715",,,,"Discover JAFB Brewery, a community taproom in Wooster, Ohio, known for meticulously hand-crafted, award-winning beers in a variety of styles, from American to Belgian. With a bring-your-own-food policy and a dog-friendly patio, it's the perfect spot for casual beer enthusiasts and social gatherings. Experience fresh, innovative brews in a welcoming atmosphere that celebrates both quality and community."
JAFB Wooster Brewery,,"120 Beall Ave, Wooster, OH 44691, USA",40.7995,-81.9347973,Wooster,OH,44691,(330) 601-1827,https://www.jafbbeer.com/,https://maps.google.com/?cid=15202915378688447997,,,,"40.7995, -81.9347973",,,,"Discover JAFB Wooster Brewery, a local gem crafting award-winning American beers with a rotating selection of up to 15 unique styles. With a bring-your-own-food policy, it's the perfect spot for casual beer enthusiasts and groups looking to enjoy fresh, handcrafted brews in a community-focused taproom. Visit JAFB for an unforgettable craft beer experience in Wooster."
JAG Healthcare Burbank,,"14976 Burbank Rd, Burbank, OH 44214, USA",40.9812416,-81.9993883,Burbank,OH,44214,(330) 624-1030,https://www.jaghealthcare.com/burbank-parke/,https://maps.google.com/?cid=16526344436932602104,,,,"40.9812416, -81.9993883",,,,"Discover exceptional care at JAG Healthcare Burbank, a state-of-the-art facility offering skilled nursing, rehabilitation, and assisted living in a warm, inviting atmosphere. With a focus on personalized care and innovative programs, JAG Healthcare provides a supportive environment for seniors seeking comprehensive health services and a vibrant community. Ideal for individuals looking for compassionate, high-quality care in a modern setting, JAG Healthcare Burbank is committed to excellence in senior living."
Ja's Planes and Trains ,,"9767 Salt Creek Rd, Fredericksburg, OH 44627",40.67457478,-81.80127158,,,,330-695-2377,,,,,,"40.67457477914634, -81.80127157732517",,,,"Step into a world of miniature marvels at Ja's Planes and Trains, a hobby shop catering to enthusiasts of all ages with a wide selection of model planes, trains, and accessories. Whether you're a seasoned modeler or just starting out, find everything you need to fuel your passion in a welcoming, community-focused atmosphere. Perfect for hobbyists and families looking for a unique experience, Ja's Planes and Trains is your destination for quality products and expert advice."
Jaycee Park,,"926 Gasche St, Wooster, OH 44691, USA",40.8089761,-81.9309665,Wooster,OH,44691,,,https://maps.google.com/?cid=3936027355124354867,,,,"40.8089761, -81.9309665",,,,"Looking for a great place for a family outing? Jaycee Park, located on Gasche Street in Wooster, offers a wonderful outdoor space with a newly renovated playground, perfect for keeping young children entertained. The park also features a pavilion ideal for picnics and small gatherings, along with plenty of open space for various activities, making it a fantastic spot for families and anyone looking to enjoy a pleasant day outdoors."
Jenkins Tree Farms - Farm Pick-up,,"7636 Ruff Rd, West Salem, OH 44287, USA",40.948839,-82.069816,West Salem,OH,44287,(330) 350-0350,https://www.jenkinstreefarms.com/,https://maps.google.com/?cid=15126557979944986278,,,,"40.948839, -82.069816",,,,"Discover the perfect tree at Jenkins Tree Farms - Farm Pick-up, where you can explore a wide selection of deciduous trees, evergreens, and spruces across 300 acres. Ideal for landscapers, wholesale nurseries, and homeowners, they offer a unique summer extraction process, ensuring healthy, easily transplanted trees year-round. Whether you're looking to enhance your garden or source trees for a large project, Jenkins Tree Farms provides quality and expertise."
JK Gift Shop,,"114 E Liberty St, Wooster, Ohio 44691.0",40.7984697,-81.9396616,,,,330-725-7623,,,,,,"40.7984697, -81.9396616",,,,"Discover the perfect gift for any occasion at JK Gift Shop in Wooster! This charming shop offers a curated selection of unique, quirky, and handcrafted items, from custom Wooster souvenirs to jewelry and home decor. Ideal for tourists and locals alike, JK Gift Shop is a treasure trove waiting to be explored."
JLS Wood and Poly Products,,"6290 Akron Rd, Smithville, OH 44677, USA",40.8778298,-81.8360402,Smithville,OH,44677,(330) 465-8184,http://www.jlspolywood.com/,https://maps.google.com/?cid=15369956856522325984,,,,"40.8778298, -81.8360402",,,,"Transform your outdoor space into a haven with JLS Wood and Poly Products, where you'll find everything from handcrafted wooden furniture and charming decorative pieces to durable poly outdoor sets and Amish-made sheds. Ideal for homeowners and those looking to enhance their backyards, discover quality, Ohio-made products that combine timeless craftsmanship with modern sustainability for worry-free outdoor living. Visit JLS Wood and Poly Products to create the perfect outdoor retreat that reflects your style and values."
Jodi's Closet,,"243 E Liberty St #2, Wooster, Ohio 44691.0",40.7983228,-81.937411,,,,330-601-1250,,,,,,"40.7983228, -81.937411",,,,"Step into Jodi's Closet, a haven for fashion-conscious thrifters in Wooster, Ohio! This consignment shop offers a curated selection of upscale women's, men's, and teen clothing and accessories, including discounted luxury brands. With professional alterations available on-site, Jodi's Closet is perfect for those seeking unique, stylish finds and a personalized shopping experience."
Johnny K's Powersports of Lodi,,"8450 Orrin Dr, Burbank, OH 44214, USA",41.0000848,-81.9941105,Burbank,OH,44214,(330) 302-4155,http://www.johnnykspowersports.com/?utm_source=google&utm_medium=organic&utm_campaign=GMB-service,https://maps.google.com/?cid=16382282202382043956,,,,"41.0000848, -81.9941105",,,,"Johnny K's Powersports in Lodi is your Ohio destination for top-quality ATVs, motorcycles, and side-by-sides, offering a wide selection of new and used powersports vehicles. With a focus on customer satisfaction and a friendly atmosphere, they cater to both seasoned riders and newcomers eager to experience the thrill of off-road adventures. Visit Johnny K's Powersports for expert service, a vast inventory, and a team that's passionate about getting you on the perfect ride."
Johnson Brothers Rubber Co,,"42 W Buckeye St, West Salem, OH 44287, USA",40.971569,-82.1105574,West Salem,OH,44287,(419) 853-4122,http://www.johnsonbrosrubbercompany.com/,https://maps.google.com/?cid=2914887082282873856,,,,"40.971569, -82.1105574",,,,"Established in 1946, Johnson Brothers Rubber Co. is a leading manufacturer specializing in custom molded sponge and dense rubber products. They offer comprehensive in-house services, from compound development to mixing and molding, serving industries like plumbing, automotive, and transportation. If you need innovative and efficient rubber solutions, Johnson Brothers Rubber is the ideal partner."
Johnson Woods State Nature Preserve,,"13240 Fox Lake Rd, Marshallville, OH 44645, USA",40.8892529,-81.7443979,Marshallville,OH,44645,,https://ohiodnr.gov/wps/portal/gov/odnr/go-and-do/plan-a-visit/find-a-property/johnson-woods-state-nature-preserve,https://maps.google.com/?cid=18291864613309468530,,,,"40.8892529, -81.7443979",,,,"Discover the enchanting Johnson Woods State Nature Preserve, one of Ohio's largest and best-preserved old-growth forests, featuring trees over 400 years old. Stroll along the accessible boardwalk trail and immerse yourself in the serene atmosphere, perfect for nature enthusiasts and those seeking a peaceful escape. This 206-acre preserve offers a unique glimpse into Ohio's ancient woodlands, making it a must-visit destination for anyone appreciating natural beauty and ecological significance."
Journey In Time,,"1314 Wadsworth Rd, Orrville, OH 44667, USA",40.8155302,-81.7659105,Orrville,OH,44667,(330) 464-0099,http://journeyintimeorrville.com/,https://maps.google.com/?cid=8631865197121724514,,,,"40.8155302, -81.7659105",,,,"Step back in time at Journey In Time, a 25,000-square-foot antique destination in Orrville, Ohio, offering a vast selection of home decor, primitives, and unique items for your home and garden. With two floors of treasures mixing old and new, this antique store is perfect for antique lovers, home decorators, and anyone seeking unique gifts and vintage finds. Explore the past and find inspiration for the present in this mecca of farmhouse charm and one-of-a-kind pieces."
Journey in Time,,"1314 Wadsworth Rd, Orrville, Ohio 44667.0",40.8155854,-81.7659402,,,,330-465-6709,,,,,,"40.8155854, -81.7659402",,,,"Step back in time at Journey in Time, a 25,000 sq. ft. antique store in Orrville, Ohio, featuring two floors of unique finds. Perfect for antique lovers and home decorators, you'll discover farmhouse charm, primitives, home d√©cor, and one-of-a-kind gifts, all thoughtfully arranged to spark inspiration. Visit today and uncover treasures from the past to repurpose for the present."
Joyful Cafe,,"3727 Friendsville Rd 2865 Benden Dr, 220 W Liberty St, Wooster, OH 44691, USA",40.822293,-81.901633,Wooster,OH,44691,,http://www.joyfulcafe.org/,https://maps.google.com/?cid=1972786799772974490,,,,"40.822293, -81.901633",,,,"Step into Joyful Cafe, where kindness is brewing and inclusion is always on the menu! This unique cafe not only serves up delicious coffee, breakfast, and lunch options but also provides meaningful employment for differently-abled adults, fostering a welcoming space where everyone belongs; it's the perfect spot for anyone looking to enjoy a tasty treat while supporting a fantastic cause. Visit Joyful Cafe for a heartwarming experience that will leave you feeling good from the inside out."
"JoyfulLee Farms, LLC",,"13032 S Portage St, Doylestown, OH 44230, USA",40.9595735,-81.7217106,Doylestown,OH,44230,(330) 322-7721,http://www.joyfulleefarms.com/contact.aspx,https://maps.google.com/?cid=7317855187599196779,,,,"40.9595735, -81.7217106",,,,"Discover the charm of JoyfulLee Farms, LLC, a family-run farm in Doylestown, OH, where you can experience hands-on interactions with a variety of farm animals raised with love and care. Perfect for families and animal lovers, the farm offers a unique opportunity to connect with creatures and enjoy the rustic beauty of rural Ohio. Visit JoyfulLee Farms for a heartwarming and educational experience."
Jump N Shout,,"887 W Main St., Smithville, Ohio 44677.0",40.8554534,-81.8715406,,,,330-464-2385,,,,,,"40.8554534, -81.8715406",,,,"Looking for a fun and active outing for the whole family? Jump N Shout is an indoor play center in Smithville, Ohio, featuring inflatables, obstacle courses, and even a Nerf arena! Housed in a charmingly renovated barn, this spot is ideal for birthday parties or a day of play for kids of all ages, offering a safe, clean, and friendly environment where imaginations can run wild."
Junky Johns Thrift Shop,,"7 E Buckeye St, West Salem, OH 44287, USA",40.9728234,-82.1095077,West Salem,OH,44287,(330) 347-7207,,https://maps.google.com/?cid=13833482958850445968,,,,"40.9728234, -82.1095077",,,,"Step back in time and uncover hidden treasures at Junky Johns Thrift Shop! This local gem offers a diverse collection of vintage finds, clothing, and unique household items, perfect for bargain hunters and those seeking one-of-a-kind pieces. With a constantly changing inventory and a friendly atmosphere, Junky Johns is a must-visit destination for thrifters and treasure seekers alike."
Just Enough Antiques,,"134 W Main St, Smithville, OH 44677, USA",40.862951,-81.859936,Smithville,OH,44677,(330) 669-0016,https://www.facebook.com/JustEnoughAntiques,https://maps.google.com/?cid=2643464274300747132,,,,"40.862951, -81.859936",,,,"Step back in time at Just Enough Antiques, a treasure trove of vintage finds and antique collectibles in Smithville, Ohio. This family-owned shop offers a curated selection of furniture, home decor, and unique vintage items, perfect for adding character to any space. Antique lovers and casual browsers will enjoy the friendly service and reasonable prices in this charming, historic downtown location."
Justin Haislip - State Farm Insurance Agent,,"160 W Market St, Orrville, OH 44667, USA",40.840498,-81.765503,Orrville,OH,44667,(330) 683-2000,http://www.justinhaislipagency.com/,https://maps.google.com/?cid=18286374418044247586,,,,"40.840498, -81.765503",,,,"Looking for reliable insurance coverage in Orrville, OH? Justin Haislip, a dedicated State Farm Insurance Agent located on W Market St, offers a variety of insurance plans to protect you and your assets. He specializes in auto and homeowner's insurance, providing personalized service to ensure you get the right coverage for your needs."
Kaufman Family Farm,,"9345 River Styx Rd, Wadsworth, OH 44281, USA",41.018988,-81.7897019,Wadsworth,OH,44281,(330) 472-4087,http://www.kaufmanfamilyfarm.com/,https://maps.google.com/?cid=12883082450305490921,,,,"41.018988, -81.7897019",,,,"Discover the charm of Kaufman Family Farm, a delightful destination where you can experience the joys of farm life and purchase high-quality, grass-fed beef. Perfect for families and those seeking a connection to sustainable agriculture, the farm offers a unique opportunity to support local farming while enjoying the beautiful countryside. Stop by and taste the difference that ethical farming makes!"
KDD Farms,,"14501 Calaboone Rd, Doylestown, OH 44230, USA",40.975532,-81.682585,Doylestown,OH,44230,(330) 658-2518,,https://maps.google.com/?cid=10910300320551584698,,,,"40.975532, -81.682585",,,,"Escape to KDD Farms, a charming destination where you can experience the tranquility of country life. Offering hands-on encounters with farm animals and educational insights into sustainable agriculture, KDD Farms is perfect for families and anyone seeking a peaceful retreat from city life. Discover the joys of rural living and create lasting memories in this serene Doylestown haven."
Kidron Town & Country Store,,"4959 Kidron Rd, Kidron, OH 44636",40.7393671,-81.74564553,,,,,,,,,,"40.73936710305203, -81.74564552518434",,,,"Located in the heart of Ohio's Amish Country, Kidron Town & Country Store offers a delightful experience with its full-service grocery, meat counter, and bulk food selection. Perfect for those seeking fresh produce, unique finds, and a glimpse into the local culture, this charming store also features a pharmacy and the renowned Rt. 52 Diner, making it a must-visit destination for both locals and tourists. Whether you're stocking up on groceries or looking for a memorable meal, Kidron Town & Country Store provides a warm and welcoming atmosphere with something for everyone."
Kidz Towne,,"2918 Cleveland Rd., Wooster, Ohio 44691.0",40.8351152,-81.9298027,,,,330-988-9035,,,,,,"40.8351152, -81.9298027",,,,"Step into a world of imagination at Kidz Towne, Wooster's premier indoor play center where children can explore a miniature town complete with themed areas like a diner, post office, and grocery store. This engaging and safe environment allows kids to role-play and socialize while parents relax with complimentary coffee and Wi-Fi. Perfect for families with young children looking for a fun and enriching experience, Kidz Towne offers a memorable adventure for everyone."
Kiko Family Farms | Grass Fed Beef,,"1022 S W Lebanon Rd, Dalton, OH 44618, USA",40.7866295,-81.6737053,Dalton,OH,44618,,,https://maps.google.com/?cid=7092540581198437871,,,,"40.7866295, -81.6737053",,,,"Discover the taste of nature at Kiko Family Farms, where they humanely raise 100% grass-fed beef. Enjoy flavorful, healthy meat from cattle that graze freely on their 200-acre farm, without any hormones or antibiotics. Perfect for health-conscious individuals and families seeking ethically raised, high-quality beef."
Killbuck Marsh Wildlife Area,,"1691 Centerville Rd., Shreve, Ohio 44676.0",40.671397,-81.966228,,,,330-567-3390 ,,,,,,"40.671397, -81.966228",,,,"Escape to Killbuck Marsh Wildlife Area, a sprawling 5,703-acre haven for outdoor enthusiasts and nature lovers alike. As Ohio's largest inland marsh outside of the Lake Erie region, this serene destination offers incredible opportunities for birdwatching, hiking, fishing, and hunting within its diverse wetlands, grasslands, and wooded areas. Ideal for wildlife photographers, birders, and anyone seeking a peaceful retreat, Killbuck Marsh promises a unique experience with each visit."
Kings of Vapor and Smoke,,"3419 Cleveland Rd, Wooster, OH 44691, USA",40.8416584,-81.9289653,Wooster,OH,44691,(330) 804-8273,https://kingsofvapor.com/pages/kings-of-vapor-and-smoke-wooster-ohio,https://maps.google.com/?cid=8293248129872592083,,,,"40.8416584, -81.9289653",,,,"Looking for the best in vape, smoke, and THC products? Kings of Vapor and Smoke in Wooster offers a wide selection of vapes, smoking accessories, and more. Open daily from 9 AM to 10 PM, this shop caters to both seasoned enthusiasts and those new to the scene, providing a welcoming atmosphere to explore quality products."
Kirks Place,,"13237 S Portage St, Doylestown, OH 44230, USA",40.9607747,-81.7096063,Doylestown,OH,44230,,,https://maps.google.com/?cid=15381633715409160441,,,,"40.9607747, -81.7096063",,,,"Looking for a lively spot in Doylestown? Kirk's Place on S Portage St is a casual yet trendy pub and bar known for its fast service and great cocktails. With live music, bar games, and a laid-back atmosphere, it's a popular place for groups and locals to gather, offering something for everyone with its wide range of alcoholic beverages."
Kitschy Coo Boutique,,"150 N Walnut St, Wooster, Ohio 44691.0",40.7989822,-81.9421146,,,,330-601-0555,,,,,,"40.7989822, -81.9421146",,,,"Step into Kitschy Coo Boutique, a treasure trove of gently-used children's clothing where you can discover unique and stylish pieces for your little ones without breaking the bank. This charming consignment shop offers a curated selection of high-quality items, from everyday wear to special occasion outfits, appealing to parents seeking sustainable and affordable fashion choices. With a friendly atmosphere and a commitment to quality, Kitschy Coo is the perfect place to find adorable outfits and accessories while supporting eco-friendly shopping."
Kitty Poo Club,,"Â 1909 Old Mansfield Rd, Wooster, OH 44691",40.80496511,-81.96889947,,,,,,,,,,"40.80496511134402, -81.96889947371254",,,,"Kitty Poo Club in Wooster, OH, revolutionizes cat care with its subscription service delivering disposable, recyclable litter boxes and various litter options right to your door. Ideal for busy cat owners seeking convenience and a cleaner, eco-friendly solution, they offer a hassle-free way to manage your cat's litter needs. Join the club and say goodbye to messy litter box chores!"
Kleinholz Creations,,"17 W Main St, Dalton, OH 44618, USA",40.7985755,-81.6956003,Dalton,OH,44618,(234) 650-5809,http://kleinholz-creations.square.site/,https://maps.google.com/?cid=17128288055884180526,,,,"40.7985755, -81.6956003",,,,"Unleash your inner artist at Kleinholz Creations, Dalton's premier destination for unique, handcrafted treasures and DIY craft supplies. Whether you're a seasoned crafter or just starting out, you'll find inspiration and everything you need to create your own masterpieces in our welcoming and well-stocked store. Perfect for hobbyists, gift-givers, and anyone who appreciates the beauty of handmade items, Kleinholz Creations is a must-visit for a creative experience."
Knights Field Sprayground,,"701 Rebecca St, Wooster, OH 44691, USA",40.799401,-81.9291645,Wooster,OH,44691,,http://www.woosteroh.com/recreation/pools-sprayground,https://maps.google.com/?cid=9416239240277714843,,,,"40.799401, -81.9291645",,,,"Looking for a fantastic spot for family fun? Knights Field Sprayground, located at 701 Rebecca St in Wooster, is the perfect destination! This park boasts a massive 19,500 square foot spray ground with various spraying features and a 4,929 square foot playground, promising hours of entertainment for the little ones; it's an ideal spot for families with young children seeking outdoor playtime and a refreshing escape during the warmer months."
Knott's Berry Farm,,"1 Strawberry Ln, Orrville, OH 44667, USA",40.8475149,-81.762547,Orrville,OH,44667,(866) 828-5502,,https://maps.google.com/?cid=6227255706953666147,,,,"40.8475149, -81.762547",,,,"Step back in time and savor the nostalgia at Knott's Berry Farm in Orrville, OH, where the legacy of quality jams, jellies, and preserves continues. Perfect for those seeking a taste of classic Americana and a touch of sweetness, this location offers a delightful selection of fruit spreads that capture the essence of the historic Knott's Berry Farm tradition. Though the J.M. Smucker Company has discontinued the Knott's Berry Farm brand, you can still find and purchase products online through the Knott's Berry Farm theme park based in Buena Park, CA."
Kraus Pizza Dalton,,"60 Lincolnview Dr, Dalton, OH 44618, USA",40.7956587,-81.6963312,Dalton,OH,44618,(330) 828-0660,https://krausdalton.hrpos.heartland.us/menu,https://maps.google.com/?cid=3570441832437357075,,,,"40.7956587, -81.6963312",,,,"Craving a taste of local tradition? Kraus Pizza in Dalton, OH, has been serving up their unique, family-recipe pizzas since 1959, specializing in a craveable crust that keeps customers coming back. With options like their famous double-crust pizza, broasted chicken, and vegetarian choices, Kraus Pizza is perfect for families and anyone looking for a hearty and satisfying meal in a casual setting. Stop by and experience a Northeastern Ohio favorite!"
La Placita Mexican,,"513 N Main St, Orrville, OH 44667, USA",40.8445594,-81.7646589,Orrville,OH,44667,(330) 930-0288,https://order.online/business/la-placita-mexican-12995713,https://maps.google.com/?cid=7083493050819467005,,,,"40.8445594, -81.7646589",,,,"Craving authentic Mexican flavors? La Placita Mexican in Orrville offers a delicious menu of traditional dishes, from tacos and tortas to their famous Michelada, all served in a friendly and vibrant atmosphere. Perfect for families and anyone seeking a genuine taste of Mexico, La Placita also features a small market area with ingredients to spice up your own cooking. Stop by and experience a true fiesta for your taste buds!"
Lackman's Sewing Center,,"164 Church St, Apple Creek, OH 44606, USA",40.7547001,-81.8397676,Apple Creek,OH,44606,(330) 698-3060,,https://maps.google.com/?cid=6532451526767365750,,,,"40.7547001, -81.8397676",,,,"Step into Lackman's Sewing Center, a family-owned business in Apple Creek, Ohio, and the area's only authorized Pfaff sewing machine dealer! Whether you're a seasoned seamstress or a budding hobbyist, Lackman's offers a wide selection of machines, expert service, and a welcoming atmosphere to inspire your next creative project. They are dedicated to providing the best in customer service, sales, and notions."
Lake Wapusun Campground,,"10787 Molter Rd., Shreve, Ohio 44676.0",40.71202206,-82.11717109,,,,330-496-2355,,,,,,"40.71202205599337, -82.11717109462326",,,,"Discover family-friendly camping at Lake Wapusun Campground, nestled in Ohio's Amish and Mohican Country. With a 23-acre swimming and fishing lake plus five smaller lakes, this clean and welcoming resort offers RV sites, cabins, and plenty of activities for those seeking an affordable and memorable outdoor experience. It's the perfect getaway for families and outdoor enthusiasts looking to explore the beauty of the region."
Lake Wapusun RV Resort,,"10787 Molter Rd., Shreve, Ohio 44676.0",40.71224,-82.116551,,,,330-496-2355,,,,,,"40.71224, -82.116551",,,,"Escape to Lake Wapusun RV Resort, a family-friendly camping destination nestled in the heart of Ohio's Amish and Mohican country, offering a clean, quiet, and friendly atmosphere. With a large 23-acre swimming and fishing lake, plus five smaller lakes, and amenities like a jumping pillow, playground, and planned activities, it's perfect for families seeking a fun and relaxing outdoor experience. Enjoy RV sites, cabin rentals, and seasonal events for an unforgettable getaway."
Landscape Plant Evaluation Garden,,"Williams Rd, Wooster, OH 44691, USA",40.7821508,-81.9194456,Wooster,OH,44691,(330) 263-3761,,https://maps.google.com/?cid=4143476516391485952,,,,"40.7821508, -81.9194456",,,,"Discover the beauty and innovation of the Landscape Plant Evaluation Garden, a part of the Secrest Arboretum, where horticultural research meets public display. Perfect for plant enthusiasts, students, and landscape professionals, this garden showcases a wide variety of plants that thrive in the region, offering inspiration and knowledge for your own green spaces. Explore the garden's meticulously curated collections and gain insights into plant performance, making it a must-visit destination for anyone passionate about gardening and sustainable landscaping."
Lavender Trails,,"360 Collins Blvd, Marshallville, Ohio 44645.0",40.8617495,-81.7544988,,,,330-855-1209,,,,,,"40.86174949999999, -81.7544988",,,,"Escape to Lavender Trails, Wayne County's first lavender farm near Amish Country, and immerse yourself in the calming beauty of our fragrant fields. Wander through diamond-shaped gardens featuring over a mile of lavender with multiple species, cut your own bouquet, and explore our unique lavender products, perfect for nature lovers and those seeking a peaceful retreat. Visit us in July to experience the full bloom and discover the beauty of this reclaimed brownfield, now a haven for pollinators and a treat for the senses."
Legacy Gym Wooster,,"3065 Lincoln Way E, Wooster, OH 44691, USA",40.7954,-81.9043647,Wooster,OH,44691,(330) 466-6718,,https://maps.google.com/?cid=6487606528387240677,,,,"40.7954, -81.9043647",,,,"Unleash your potential at Legacy Gym Wooster, a premier fitness destination conveniently located on Lincoln Way E. This gym offers a supportive and motivating environment for individuals of all fitness levels, with a wide range of equipment and classes to help you achieve your health goals. Whether you're a seasoned athlete or just starting your fitness journey, Legacy Gym provides the resources and community to help you succeed."
Lehman's,,"4779 Kidron Rd, Kidron, Ohio 44618.0",40.7415556,-81.745799,,,,800-438-5346 X2248,,,,,,"40.7415556, -81.74579899999999",,,,"Step back in time at Lehman's, a unique hardware store in Kidron, Ohio, offering a vast selection of non-electric tools, vintage goods, and homesteader supplies. Perfect for those seeking a simpler life, those fascinated by history, or anyone looking for quality craftsmanship, Lehman's provides a nostalgic shopping experience filled with unique finds and old-fashioned charm. Explore this emporium and discover practical solutions and a connection to a bygone era."
Lemmon & Rice Health and Wellness Garden,,"2122 Williams Rd, Wooster, OH 44691, USA",40.7829787,-81.9203573,Wooster,OH,44691,,,https://maps.google.com/?cid=6009300606865694979,,,,"40.7829787, -81.9203573",,,,"Escape to the serene Lemmon & Rice Health and Wellness Garden, a unique space designed to enhance well-being and explore the connection between nature and health. Located within the Ohio Agricultural Research and Development Center, this garden offers a tranquil environment for reflection and learning. Ideal for health enthusiasts, nature lovers, and anyone seeking a peaceful retreat, it's a place where you can rejuvenate your mind, body, and spirit."
Lem's Pizza,,"110 N Mill St, Fredericksburg, OH 44627, USA",40.6766361,-81.8707146,Fredericksburg,OH,44627,(330) 695-7111,http://www.lemspizza.com/,https://maps.google.com/?cid=8350579870846114585,,,,"40.6766361, -81.8707146",,,,"Craving a taste of Fredericksburg's finest pizza? Lem's Pizza, located at 110 N Mill St, offers a diverse menu featuring pizza, wings, ice cream and more. With a cozy, historic ambiance and friendly service, Lem's is perfect for families, locals, and travelers seeking a delicious and satisfying meal."
