name,category,full_address,latitude,longitude,city,state,zip_code,phone_number,website,google_maps_url,mailing_address,contact_person,email
Xcess Limited - Retail Overstock/Customer Return Inventory,store,"1605 Sylvan Rd, Wooster, OH 44691, USA",40.7909001,-81.9168212,Wooster,OH,44691,(330) 601-0800,http://www.xcesslimited.com/,https://maps.google.com/?cid=18184726525232019067,,,
Wooster Crossing,store,"3786 Burbank Rd, Wooster, OH 44691, USA",40.8443014,-81.94619,Wooster,OH,44691,,http://www.chaseprop.com/properties/wooster-crossing/,https://maps.google.com/?cid=11776455914816688173,,,
Operation Fandom,store,"120 S Market St, Wooster, OH 44691, USA",40.79788689999999,-81.9394566,Wooster,OH,44691,(330) 804-0287,https://m.facebook.com/OperationFandomWooster/,https://maps.google.com/?cid=17792435913609799480,,,
Meijer,store,"4845 Burbank Rd, Wooster, OH 44691, USA",40.85919570000001,-81.94900179999999,Wooster,OH,44691,(330) 222-6840,https://www.meijer.com/shopping/store-locator/330.html?cmpid=LM:Web::::05112021::GoogleGrocery,https://maps.google.com/?cid=3341840908696380805,,,
Habitat for Humanity in Wayne County ReStore,store,"2700 Akron Rd, Wooster, OH 44691, USA",40.8305458,-81.9091863,Wooster,OH,44691,(330) 264-4999,https://www.waynehabitat.com/,https://maps.google.com/?cid=5723198971997085875,,,
Dunham's Sports,store,"3934 Burbank Rd Suite B, Wooster, OH 44691, USA",40.8476444,-81.9474798,Wooster,OH,44691,(330) 345-1367,https://www.dunhamssports.com/store-details?storeID=148&city=WOOSTER&state=OH,https://maps.google.com/?cid=12601137663010473921,,,
Boot Barn,store,"3786 Burbank Rd Suite 430, Wooster, OH 44691, USA",40.8443674,-81.94553429999999,Wooster,OH,44691,(330) 621-0373,https://www.bootbarn.com/,https://maps.google.com/?cid=5729465367736616283,,,
JK Gift Shop Wooster Ohio,store,"114 E Liberty St, Wooster, OH 44691, USA",40.79844430000001,-81.9396502,Wooster,OH,44691,(330) 725-7623,http://www.shopjkgifts.com/,https://maps.google.com/?cid=1369796991048096497,,,
T.J. Maxx,store,"4369 Burbank Rd, Wooster, OH 44691, USA",40.85250389999999,-81.9468626,Wooster,OH,44691,(330) 345-2205,https://tjmaxx.tjx.com/store/index.jsp,https://maps.google.com/?cid=13783392654493460923,,,
Twisted Antiques and Uniques,store,"3030 Dover Rd, Wooster, OH 44691, USA",40.767399,-81.9045725,Wooster,OH,44691,(330) 988-2707,http://www.twistedantiques.com/,https://maps.google.com/?cid=4497543069248363435,,,
Dollar1,store,"Portage Square Shopping Center, 1981 Portage Rd Suite B, Wooster, OH 44691, USA",40.8275425,-81.9117303,Wooster,OH,44691,(330) 264-8776,,https://maps.google.com/?cid=1842198559042159361,,,
Neighborhood Pantry LLC,store,"7212 Ashland Rd, Wooster, OH 44691, USA",40.8240016,-82.06405769999999,Wooster,OH,44691,(330) 264-7010,https://www.facebook.com/TheNeighborhoodPantry/info/?section=hours&tab=page_info,https://maps.google.com/?cid=57245034481885033,,,
Centerra Country Store Wooster,store,"1009 W Old Lincoln Way, Wooster, OH 44691, USA",40.8001615,-81.95392559999999,Wooster,OH,44691,(330) 264-9925,http://www.centerracoop.com/,https://maps.google.com/?cid=16561606417621670125,,,
Uptown Downtown,store,"215 W Liberty St, Wooster, OH 44691, USA",40.7979736,-81.9420651,Wooster,OH,44691,(330) 262-9735,,https://maps.google.com/?cid=12388885490483836580,,,
Wooster Natural Foods,store,"138 E Liberty St #4346, Wooster, OH 44691, USA",40.79849950000001,-81.939052,Wooster,OH,44691,(330) 264-9797,http://woosternaturalfoods.blogspot.com/,https://maps.google.com/?cid=395914692463316045,,,
Walmart Supercenter,store,"3883 Burbank Rd, Wooster, OH 44691, USA",40.8476225,-81.9415471,Wooster,OH,44691,(330) 345-8955,https://www.walmart.com/store/1812-wooster-oh/,https://maps.google.com/?cid=6547304834932233014,,,
Buehler's Fresh Foods Wooster Milltown,store,"3540 Burbank Rd, Wooster, OH 44691, USA",40.8423239,-81.94461749999999,Wooster,OH,44691,(330) 345-5908,http://www.buehlers.com/,https://maps.google.com/?cid=2633977361509890122,,,
Mikes Food Market,store,"4510 Cleveland Rd, Wooster, OH 44691, USA",40.8543207,-81.92600420000001,Wooster,OH,44691,(330) 804-0262,,https://maps.google.com/?cid=2975153629676462581,,,
Gift Corner,store,"131 S Market St, Wooster, OH 44691, USA",40.7974685,-81.9399705,Wooster,OH,44691,(330) 264-6117,,https://maps.google.com/?cid=7556776226538863276,,,
Portage Square Shopping Center,store,"Wooster, OH 44691, USA",40.8273895,-81.9128964,Wooster,OH,44691,,,https://maps.google.com/?cid=3862297190699714689,,,
Save A Lot,store,"1945 Cleveland Rd, Wooster, OH 44691, USA",40.8237419,-81.9314193,Wooster,OH,44691,(330) 202-9084,https://savealot.com/stores/24520?utm_campaign=gmb&utm_medium=organic&utm_source=google,https://maps.google.com/?cid=389403268257593466,,,
Lynch's Irish Imports and Gifts,store,"116 S Market St, Wooster, OH 44691, USA",40.7978445,-81.9395091,Wooster,OH,44691,(330) 601-0160,https://www.facebook.com/lynchsirishimports/,https://maps.google.com/?cid=18151032224294277456,,,
The Caring Closet of Wooster + Boutique,store,"879 W Main St, Smithville, OH 44677, USA",40.8559177,-81.8702831,Smithville,OH,44677,(330) 439-5800,https://www.caringclosetwooster.org/,https://maps.google.com/?cid=406189961099464638,,,
"Boots, Shoes and More",store,"3777 Cleveland Rd, Wooster, OH 44691, USA",40.84558029999999,-81.92793619999999,Wooster,OH,44691,(330) 601-1301,http://www.bootsshoesmore.com/,https://maps.google.com/?cid=16001294038080323392,,,
Pine Tree Barn,store,"4374 Shreve Rd, Wooster, OH 44691, USA",40.7448981,-81.98394809999999,Wooster,OH,44691,(330) 264-1014,https://www.pinetreebarn.com/,https://maps.google.com/?cid=18406055565291297285,,,
Great Finds Resale,store,"328 E Liberty St, Wooster, OH 44691, USA",40.79911799999999,-81.935997,Wooster,OH,44691,(330) 263-3000,http://www.greatfindsresale.com/,https://maps.google.com/?cid=11090001043524921209,,,
Ollie's Bargain Outlet,store,"1831 Portage Rd, Wooster, OH 44691, USA",40.8270339,-81.9140548,Wooster,OH,44691,(330) 804-6000,http://www.ollies.us/,https://maps.google.com/?cid=16834027727629931544,,,
Marc's,store,"1799 Portage Rd, Wooster, OH 44691, USA",40.8269781,-81.9137492,Wooster,OH,44691,(330) 234-5600,https://www.marcs.com/store-finder/Marc-s-Wooster,https://maps.google.com/?cid=7674587250658731162,,,
The Shoppes on Burbank,store,"4369 Burbank Rd, Wooster, OH 44691, USA",40.8525546,-81.94689559999999,Wooster,OH,44691,(216) 378-4022,,https://maps.google.com/?cid=10320990359763134444,,,
Friendtique,store,"223 W Liberty St, Wooster, OH 44691, USA",40.7981648,-81.9422695,Wooster,OH,44691,(330) 262-2012,https://www.friendtique.org/,https://maps.google.com/?cid=1813382353592558167,,,
Local Roots Market & Café,store,"140 S Walnut St, Wooster, OH 44691, USA",40.79722220000001,-81.9411111,Wooster,OH,44691,(330) 263-5336,http://www.localrootswooster.com/,https://maps.google.com/?cid=7424488131517633858,,,
Mission: Thrift Wooster,store,"2149 Portage Rd, Wooster, OH 44691, USA",40.82767700000001,-81.9091517,Wooster,OH,44691,(330) 804-0038,http://missionthrift.com/,https://maps.google.com/?cid=9581995566821679019,,,
Olive Lane Oils and Vinegars,store,"137 W Liberty St, Wooster, OH 44691, USA",40.7981533,-81.9410221,Wooster,OH,44691,(330) 601-1645,http://olivelaneoils.com/,https://maps.google.com/?cid=13262315784806581856,,,
Olde Crows Homestead,store,"764 S Honeytown Rd, Wooster, OH 44691, USA",40.7893504,-81.8790782,Wooster,OH,44691,(330) 465-4424,http://www.theoldecrowshomestead.com/,https://maps.google.com/?cid=8143618927540374530,,,
Scenic Valley Surplus,store,"10797 Kidron Rd, Fredericksburg, OH 44627, USA",40.6686258,-81.7467108,Fredericksburg,OH,44627,(330) 275-0138,,https://maps.google.com/?cid=4272240824029763803,,,
The Oak Cupboard,store,"883 W Main St, Smithville, OH 44677, USA",40.8558731,-81.870903,Smithville,OH,44677,(330) 669-2140,https://theoakcupboard.cloveronline.com/,https://maps.google.com/?cid=1437318286177703069,,,
Buehler's Towne Market,store,"336 N Market St STE A, Wooster, OH 44691, USA",40.801395,-81.94133699999999,Wooster,OH,44691,(330) 264-9900,https://www.buehlers.com/,https://maps.google.com/?cid=16807916857058949786,,,
Discount Drug Mart,store,"629 Beall Ave, Wooster, OH 44691, USA",40.8056423,-81.93421599999999,Wooster,OH,44691,(330) 264-8404,http://www.discount-drugmart.com/,https://maps.google.com/?cid=4195532277906906480,,,
Dee's Hallmark Shop,store,"Wayne Towne Plaza, 4055 Burbank Rd, Wooster, OH 44691, USA",40.84965009999999,-81.9441473,Wooster,OH,44691,(330) 345-6005,https://stores.hallmark.com/oh/wooster/dees-hallmark-shop-wooster-oh-025877.html,https://maps.google.com/?cid=16031233112949239054,,,
Liberty Street Commons,store,"Liberty Street Commons, 146 E Liberty St, Wooster, OH 44691, USA",40.7985692,-81.93874149999999,Wooster,OH,44691,(330) 725-6767,https://www.roseplaces.com/properties/wooster-downtown-arcade-storefronts-and-offices-liberty-street-marketplace,https://maps.google.com/?cid=362775558606744395,,,
Jodi's Closet,store,"243 E Liberty St #2, Wooster, OH 44691, USA",40.7984196,-81.937517,Wooster,OH,44691,(330) 601-1250,,https://maps.google.com/?cid=6508286422969836946,,,
Timeless Treasures,store,"5367 Back Orrville Rd, Wooster, OH 44691, USA",40.8283229,-81.8698564,Wooster,OH,44691,(330) 262-8463,https://www.facebook.com/pages/Timeless-Treasures/1445333905774396,https://maps.google.com/?cid=13798602663448533743,,,
Fleet Feet Wooster,store,"148 W Liberty St, Wooster, OH 44691, USA",40.7978635,-81.9412531,Wooster,OH,44691,(330) 262-3000,http://fleetfeet.com/,https://maps.google.com/?cid=3795429664450937892,,,
Ride On,store,"146 W South St, Wooster, OH 44691, USA",40.796677,-81.9407718,Wooster,OH,44691,(330) 345-2453,http://www.rideonwooster.com/,https://maps.google.com/?cid=823803201078001767,,,
Michaels,store,"3934 Burbank Rd, Wooster, OH 44691, USA",40.847593,-81.94785550000002,Wooster,OH,44691,(330) 345-5012,https://locations.michaels.com/oh/wooster/8325/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,https://maps.google.com/?cid=17995773003236120948,,,
Goodwill Wooster Thrift,store,"149 W Milltown Rd, Wooster, OH 44691, USA",40.8439321,-81.9411391,Wooster,OH,44691,(330) 262-7196,http://www.goodwillconnect.org/,https://maps.google.com/?cid=3982383990534909540,,,
Blackbird Records,store,"126 S Market St, Wooster, OH 44691, USA",40.7977333,-81.93948259999999,Wooster,OH,44691,(330) 804-0044,,https://maps.google.com/?cid=1877708518346142698,,,
Hartzler Family Dairy,store,"5454 Cleveland Rd, Wooster, OH 44691, USA",40.8655777,-81.9232435,Wooster,OH,44691,(330) 345-8190,http://www.hartzlerdairy.com/,https://maps.google.com/?cid=68050606907148260,,,
Minit Mart,store,"825 Dover Rd, Wooster, OH 44691, USA",40.7763335,-81.9295681,Wooster,OH,44691,(330) 262-5900,http://www.minitmart.com/,https://maps.google.com/?cid=18279032644950671856,,,
Best Price LLC,store,"516 Beall Ave, Wooster, OH 44691, USA",40.80412620000001,-81.93467319999999,Wooster,OH,44691,(330) 264-7293,,https://maps.google.com/?cid=17763489201161131262,,,
Tractor Supply Co.,store,"4166 Burbank Rd, Wooster, OH 44691, USA",40.8498019,-81.9492684,Wooster,OH,44691,(330) 345-7702,https://www.tractorsupply.com/tsc/store_Wooster-OH-44691_352?utm_source=localgmblisting&utm_medium=organic,https://maps.google.com/?cid=13287114205789376300,,,
Maurices,store,"4003 Burbank Rd Space 11, Wooster, OH 44691, USA",40.8491884,-81.9432791,Wooster,OH,44691,(330) 345-6602,https://locations.maurices.com/us/oh/wooster/4003-burbank-road,https://maps.google.com/?cid=17828821867960705142,,,
Family Dollar,store,"115 N Grant St, Wooster, OH 44691, USA",40.7979464,-81.94274999999999,Wooster,OH,44691,(234) 249-1199,https://locations.familydollar.com/oh/wooster/115-n-grant-st?utm_source=google&utm_medium=organic&utm_campaign=maps,https://maps.google.com/?cid=12688244242973434221,,,
HighPoint Furniture - Wooster,store,"2995 Cleveland Rd, Wooster, OH 44691, USA",40.83660160000001,-81.9284955,Wooster,OH,44691,(330) 601-0611,https://www.highpointfurniturewooster.com/,https://maps.google.com/?cid=758540033710929499,,,
Main Street Wooster,store,"377 W Liberty St, Wooster, OH 44691, USA",40.79765220000001,-81.94556589999999,Wooster,OH,44691,(330) 262-6222,http://mainstreetwooster.org/,https://maps.google.com/?cid=4245233187075439383,,,
Buehler's Fresh Foods Wooster Milltown,supermarket,"3540 Burbank Rd, Wooster, OH 44691, USA",40.8423239,-81.94461749999999,Wooster,OH,44691,(330) 345-5908,http://www.buehlers.com/,https://maps.google.com/?cid=2633977361509890122,,,
Meijer,supermarket,"4845 Burbank Rd, Wooster, OH 44691, USA",40.85919570000001,-81.94900179999999,Wooster,OH,44691,(330) 222-6840,https://www.meijer.com/shopping/store-locator/330.html?cmpid=LM:Web::::05112021::GoogleGrocery,https://maps.google.com/?cid=3341840908696380805,,,
Marc's,supermarket,"1799 Portage Rd, Wooster, OH 44691, USA",40.8269781,-81.9137492,Wooster,OH,44691,(330) 234-5600,https://www.marcs.com/store-finder/Marc-s-Wooster,https://maps.google.com/?cid=7674587250658731162,,,
Buehler's Fresh Foods Orrville,supermarket,"1114 W High St, Orrville, OH 44667, USA",40.8432888,-81.7779611,Orrville,OH,44667,(330) 683-2060,http://www.buehlers.com/,https://maps.google.com/?cid=4092507455232503863,,,
Buehler's Towne Market,supermarket,"336 N Market St STE A, Wooster, OH 44691, USA",40.801395,-81.94133699999999,Wooster,OH,44691,(330) 264-9900,https://www.buehlers.com/,https://maps.google.com/?cid=16807916857058949786,,,
Sweethaven,supermarket,"405 W South St, Shreve, OH 44676, USA",40.6796684,-82.0276107,Shreve,OH,44676,(330) 567-2045,https://sweethavenshreve.com/,https://maps.google.com/?cid=11214142242393363688,,,
Save A Lot,supermarket,"1945 Cleveland Rd, Wooster, OH 44691, USA",40.8237419,-81.9314193,Wooster,OH,44691,(330) 202-9084,https://savealot.com/stores/24520?utm_campaign=gmb&utm_medium=organic&utm_source=google,https://maps.google.com/?cid=389403268257593466,,,
Country Hilltop Market,supermarket,"9696 Benner Rd, Rittman, OH 44270, USA",40.9179847,-81.7828833,Rittman,OH,44270,(330) 925-0071,,https://maps.google.com/?cid=2791113823345150141,,,
Wooster Natural Foods,supermarket,"138 E Liberty St #4346, Wooster, OH 44691, USA",40.79849950000001,-81.939052,Wooster,OH,44691,(330) 264-9797,http://woosternaturalfoods.blogspot.com/,https://maps.google.com/?cid=395914692463316045,,,
Prairie Lane Market,supermarket,"Unnamed Road, Big Prairie, OH 44611, USA",40.6335295,-82.082127,Big Prairie,OH,44611,,,https://maps.google.com/?cid=9622440452409380667,,,
Shady View Pantry,supermarket,"3556 Zuercher Rd, Dalton, OH 44618, USA",40.756093,-81.7310562,Dalton,OH,44618,(330) 857-8159,https://justplainbusiness.com/shady-view-pantry/,https://maps.google.com/?cid=15345919160676061893,,,
Neighborhood Pantry LLC,supermarket,"7212 Ashland Rd, Wooster, OH 44691, USA",40.8240016,-82.06405769999999,Wooster,OH,44691,(330) 264-7010,https://www.facebook.com/TheNeighborhoodPantry/info/?section=hours&tab=page_info,https://maps.google.com/?cid=57245034481885033,,,
Kidron Town & Country Market,supermarket,"4959 Kidron Rd, Kidron, OH 44636, USA",40.739364,-81.745643,Kidron,OH,44636,(330) 857-2131,http://kidrontownandcountry.com/,https://maps.google.com/?cid=1244901797166403236,,,
Maysville Country Market,supermarket,"Mt Hope Rd, Apple Creek, OH 44606, USA",40.69493,-81.7848826,Apple Creek,OH,44606,(330) 695-3245,,https://maps.google.com/?cid=4009935902007682765,,,
ALDI,supermarket,"2249 Akron Rd, Wooster, OH 44691, USA",40.82724049999999,-81.90769069999999,Wooster,OH,44691,(855) 955-2534,https://stores.aldi.us/oh/wooster/2249-akron-rd?utm_source=google&utm_medium=local&utm_campaign=brand&utm_content=storepage_webclick,https://maps.google.com/?cid=4808106410605235596,,,
Walmart Supercenter,supermarket,"3883 Burbank Rd, Wooster, OH 44691, USA",40.8476225,-81.9415471,Wooster,OH,44691,(330) 345-8955,https://www.walmart.com/store/1812-wooster-oh/,https://maps.google.com/?cid=6547304834932233014,,,
Sayre's Marketplace,supermarket,"133 E Main St, Smithville, OH 44677, USA",40.86342589999999,-81.85882099999999,Smithville,OH,44677,(330) 669-2572,,https://maps.google.com/?cid=5625561180319132020,,,
ALDI,supermarket,"3743 Burbank Rd, Wooster, OH 44691, USA",40.84539520000001,-81.942878,Wooster,OH,44691,(855) 955-2534,https://stores.aldi.us/oh/wooster/3743-burbank-road?utm_source=google&utm_medium=local&utm_campaign=brand&utm_content=storepage_webclick,https://maps.google.com/?cid=11998414176609311934,,,
Weaver Basic Foods,supermarket,"8439 Township Rd 527, Shreve, OH 44676, USA",40.6486676,-82.01599879999999,Shreve,OH,44676,(330) 567-2569,,https://maps.google.com/?cid=6778442057999711465,,,
Mikes Food Market,supermarket,"4510 Cleveland Rd, Wooster, OH 44691, USA",40.8543207,-81.92600420000001,Wooster,OH,44691,(330) 804-0262,,https://maps.google.com/?cid=2975153629676462581,,,
Save A Lot,supermarket,"401 Hostetler Rd, Orrville, OH 44667, USA",40.85517280000001,-81.7672707,Orrville,OH,44667,(330) 683-3337,https://savealot.com/stores/24664?utm_campaign=gmb&utm_medium=organic&utm_source=google,https://maps.google.com/?cid=6988520642295977744,,,
Local Roots Market & Café,supermarket,"140 S Walnut St, Wooster, OH 44691, USA",40.79722220000001,-81.9411111,Wooster,OH,44691,(330) 263-5336,http://www.localrootswooster.com/,https://maps.google.com/?cid=7424488131517633858,,,
Red Tomato Market,supermarket,"16000 E Main St, Mt Eaton, OH 44659, USA",40.6939153,-81.699702,Mount Eaton,OH,44659,(330) 359-8100,http://www.redtomatomarketfoods.com/,https://maps.google.com/?cid=12754667095224734548,,,
Buehler's Fresh Foods Wadsworth,supermarket,"175 Great Oaks Trail, Wadsworth, OH 44281, USA",41.0474556,-81.732,Wadsworth,OH,44281,(330) 336-3588,http://www.buehlers.com/,https://maps.google.com/?cid=10595547107304820199,,,
East Union Bulk Food,supermarket,"9089 Lincoln Way E, Orrville, OH 44667, USA",40.79516739999999,-81.81383,Orrville,OH,44667,(330) 682-2100,https://justplainbusiness.com/east-union-bulk-foods/,https://maps.google.com/?cid=15510463909939902040,,,
Rittman IGA,supermarket,"220 N Main St, Rittman, OH 44270, USA",40.9792365,-81.7803682,Rittman,OH,44270,(330) 925-9502,http://www.rittmaniga.com/,https://maps.google.com/?cid=9447744157259427920,,,
JABELLA'S MARKET,supermarket,"207 W Main St, Wilmot, OH 44689, USA",40.6565078,-81.6329312,Wilmot,OH,44689,(330) 323-9640,,https://maps.google.com/?cid=3218170385647297392,,,
Wayne Towne Plaza,supermarket,"3883 Burbank Rd, Wooster, OH 44691, USA",40.8480727,-81.9433699,Wooster,OH,44691,(330) 345-7493,,https://maps.google.com/?cid=928776306154139330,,,
Giant Eagle Supermarket,supermarket,"825 Ambassador Dr, Wadsworth, OH 44281, USA",41.0450401,-81.69577780000002,Wadsworth,OH,44281,(330) 336-8733,https://www.gianteagle.com/stores/oh/wadsworth/wadsworth-giant-eagle/4601?utm_source=google&utm_medium=organic&utm_campaign=ge_ll,https://maps.google.com/?cid=68129819446058870,,,
Save A Lot,supermarket,"204-208 High St, Wadsworth, OH 44281, USA",41.02833589999999,-81.7302346,Wadsworth,OH,44281,(330) 331-7495,https://savealot.com/stores/60158?utm_campaign=gmb&utm_medium=organic&utm_source=google,https://maps.google.com/?cid=17408749887304001086,,,
Discount Drug Mart,supermarket,"629 Beall Ave, Wooster, OH 44691, USA",40.8056423,-81.93421599999999,Wooster,OH,44691,(330) 264-8404,http://www.discount-drugmart.com/,https://maps.google.com/?cid=4195532277906906480,,,
Rabers Produce,supermarket,"8728 Kidron Rd, Apple Creek, OH 44606, USA",40.6918472,-81.7456156,Apple Creek,OH,44606,,,https://maps.google.com/?cid=16806594712939029115,,,
Maurer Farms,supermarket,"2901 Batdorf Rd, Wooster, OH 44691, USA",40.7624386,-81.96346679999999,Wooster,OH,44691,(330) 264-2285,https://www.maurersberriesvegs.com/,https://maps.google.com/?cid=5033877195298786865,,,
Troyer Market,supermarket,"5201 Co Rd 77, Millersburg, OH 44654, USA",40.5531379,-81.7826793,Millersburg,OH,44654,(330) 893-3786,http://www.troyerscountrymarket.com/,https://maps.google.com/?cid=1853792014577682042,,,
Restaurant at Buehler's Towne Market Cafe,supermarket,"336 N Market St B, Wooster, OH 44691, USA",40.8013418,-81.9414618,Wooster,OH,44691,(330) 264-9900,https://www.buehlers.com/buehlers-restaurant-menu/,https://maps.google.com/?cid=8647280836419858566,,,
Miller Brothers Grocery Inc,supermarket,"711 Wooster St, Lodi, OH 44254, USA",41.025856,-81.9969024,Lodi,OH,44254,(330) 948-1440,http://millersmarkets.net/,https://maps.google.com/?cid=17569012186771538992,,,
The J.M. Smucker Co Store,supermarket,"333 Wadsworth Rd, Orrville, OH 44667, USA",40.80272629999999,-81.7629619,Orrville,OH,44667,(330) 684-1500,https://www.jmsmucker.com/smucker-store,https://maps.google.com/?cid=9047641485615179180,,,
Farmside Country Store,supermarket,"6950 Township Rd 362, Millersburg, OH 44654, USA",40.60016009999999,-81.7998875,Millersburg,OH,44654,(330) 600-8161,,https://maps.google.com/?cid=15291202693420739934,,,
Family Dollar,supermarket,"115 N Grant St, Wooster, OH 44691, USA",40.7979464,-81.94274999999999,Wooster,OH,44691,(234) 249-1199,https://locations.familydollar.com/oh/wooster/115-n-grant-st?utm_source=google&utm_medium=organic&utm_campaign=maps,https://maps.google.com/?cid=12688244242973434221,,,
"Buehler Food Markets, Inc. (Headquarters)",supermarket,"1401 Old Mansfield Rd, Wooster, OH 44691, USA",40.8049635,-81.9598103,Wooster,OH,44691,(330) 264-4355,http://www.buehlers.com/,https://maps.google.com/?cid=6173658775937016094,,,
Ashery Country Store,supermarket,"8922 OH-241, Fredericksburg, OH 44627, USA",40.653492,-81.764803,Fredericksburg,OH,44627,(330) 359-5615,http://www.asherycountrystore.com/,https://maps.google.com/?cid=15066765241429189150,,,
La Placita Mexican,supermarket,"513 N Main St, Orrville, OH 44667, USA",40.8445594,-81.7646589,Orrville,OH,44667,(330) 930-0288,https://order.online/business/la-placita-mexican-12995713,https://maps.google.com/?cid=7083493050819467005,,,
Stake's IGA,supermarket,"430 N Jefferson St, Loudonville, OH 44842, USA",40.639853,-82.22699,Loudonville,OH,44842,(419) 994-3204,http://www.stakesiga.com/,https://maps.google.com/?cid=11193814629438152070,,,
Marc's Stores,supermarket,"241 Wooster Road North, Barberton, OH 44203, USA",41.0161403,-81.60367749999999,Barberton,OH,44203,(234) 516-4010,https://www.marcs.com/store-finder/Marc%E2%80%99s-Barberton,https://maps.google.com/?cid=17526358060730110231,,,
Rodhe's IGA Marketplace,supermarket,"2105 Glen Dr, Millersburg, OH 44654, USA",40.5438313,-81.9130497,Millersburg,OH,44654,(330) 674-7075,http://www.rodhesiga.com/StoreLocator/Store_S.las?S=,https://maps.google.com/?cid=2665407021043319532,,,
Walnut Creek Cheese & Market,supermarket,"2641 OH-39, Walnut Creek, OH 44687, USA",40.5281982,-81.71710829999999,Walnut Creek,OH,44687,(330) 852-2888,http://www.walnutcreekcheese.com/,https://maps.google.com/?cid=7993748413555341982,,,
ALDI,supermarket,"174 Park Center Dr, Wadsworth, OH 44281, USA",41.0489368,-81.7265676,Wadsworth,OH,44281,(855) 955-2534,https://stores.aldi.us/oh/wadsworth/174-park-centre-drive?utm_source=google&utm_medium=local&utm_campaign=brand&utm_content=storepage_webclick,https://maps.google.com/?cid=4182644361882710188,,,
Brewster IGA,supermarket,"258 Wabash Ave S, Brewster, OH 44613, USA",40.71069680000001,-81.5976342,Brewster,OH,44613,(330) 767-3812,https://brewsteriga.net/,https://maps.google.com/?cid=13930130757872489227,,,
The Greater Wayne County Food Bank,supermarket,"807 Spruce St, Wooster, OH 44691, USA",40.7900486,-81.940707,Wooster,OH,44691,(330) 683-2242,,https://maps.google.com/?cid=13134000394818475450,,,
Walnut Creek Cheese & Market,supermarket,"4727 US-62, Millersburg, OH 44654, USA",40.5633034,-81.7918165,Millersburg,OH,44654,(330) 893-3273,http://walnutcreekcheese.com/,https://maps.google.com/?cid=11826858133312472916,,,
German Village Market,supermarket,"4900 Oak St, Millersburg, OH 44654, USA",40.5607684,-81.7990693,Millersburg,OH,44654,(330) 893-1800,http://www.germanvillagemarket.com/,https://maps.google.com/?cid=2543669254295897246,,,
Wooster Crossing,supermarket,"3786 Burbank Rd, Wooster, OH 44691, USA",40.8443014,-81.94619,Wooster,OH,44691,,http://www.chaseprop.com/properties/wooster-crossing/,https://maps.google.com/?cid=11776455914816688173,,,
Save A Lot,supermarket,"205 Wooster Road North, Barberton, OH 44203, USA",41.0156192,-81.603961,Barberton,OH,44203,(234) 571-4019,https://savealot.com/stores/60151?utm_campaign=gmb&utm_medium=organic&utm_source=google,https://maps.google.com/?cid=2477727537182445973,,,
Harvey's Market,supermarket,"Millersburg, OH 44654, USA",40.5545071,-81.91791979999999,Millersburg,OH,44654,(330) 231-0786,http://www.harveysmarketllc.com/,https://maps.google.com/?cid=14618174880289403632,,,
Buehler's Fresh Foods Medina River Styx,supermarket,"3626 Medina Rd, Medina, OH 44256, USA",41.13478840000001,-81.8171268,Medina,OH,44256,(330) 725-5000,http://www.buehlers.com/,https://maps.google.com/?cid=2165328970337701842,,,
Bauman Orchards Inc,supermarket,"161 Rittman Ave, Rittman, OH 44270, USA",40.9711111,-81.7986111,Rittman,OH,44270,(330) 925-6861,http://www.baumanorchards.com/,https://maps.google.com/?cid=11383231141955820698,,,
Acme Fresh Market,supermarket,"3200 Greenwich Rd, Norton, OH 44203, USA",41.0243422,-81.6393763,Norton,OH,44203,(330) 825-0896,https://www.acmestores.com/,https://maps.google.com/?cid=3575489847196995623,,,
Minit Mart,supermarket,"825 Dover Rd, Wooster, OH 44691, USA",40.7763335,-81.9295681,Wooster,OH,44691,(330) 262-5900,http://www.minitmart.com/,https://maps.google.com/?cid=18279032644950671856,,,
Wayne's Country Market,supermarket,"2440 Lexington Ave, Mansfield, OH 44907, USA",40.69760019999999,-82.56187059999999,Mansfield,OH,44907,(419) 884-1993,http://waynescountrymarket.com/,https://maps.google.com/?cid=18337969637765271757,,,
Dollar General,supermarket,"1688 Cleveland Rd, Wooster, OH 44691, USA",40.8193372,-81.93644479999999,Wooster,OH,44691,(330) 439-0630,https://www.dollargeneral.com/store-directory/oh/wooster/21228,https://maps.google.com/?cid=11685075219429833458,,,
Barnes Preserve,park,"3396 Sylvan Rd, Wooster, OH 44691, USA",40.7780911,-81.8972332,Wooster,OH,44691,,https://www.waynecountyparkdistrict.org/barnes-preserve/,https://maps.google.com/?cid=7113610527275908165,,,
Christmas Run Park,park,"Park Ave, Wooster, OH 44691, USA",40.8066111,-81.94523629999999,Wooster,OH,44691,(330) 263-5207,http://www.woosteroh.com/,https://maps.google.com/?cid=8275576019920518224,,,
Wooster Memorial Park (formerly Spangler),park,"5197 Silver Rd, Wooster, OH 44691, USA",40.8110073,-82.02304439999999,Wooster,OH,44691,,http://www.friendsofwmp.com/,https://maps.google.com/?cid=9264370593413186044,,,
Freedlander Park,park,"400 Hillside Dr, Wooster, OH 44691, USA",40.83841230000001,-81.9356274,Wooster,OH,44691,(330) 263-5200,http://www.woosteroh.com/living-here/parks/freedlander-park,https://maps.google.com/?cid=17093233375448751621,,,
